Defect_ID,Module_Name,Severity,Priority,Execution_Time,Defect_Fix_Time,Detected_Phase,Automation_Covered,Tester_Experience,Lines_of_Code,Defect_Reopened,Build_Release
D02446,Reports,High,P3,7.54,4.76,Unit Test,0,9.9,428.0,0,R20
D02447,Reports,Critical,P1,30.43,11.32,Unit Test,1,8.0,1724.0,0,R07
D02448,Notifications,Medium,P2,5.7,6.65,Unit Test,1,9.8,1286.0,1,R06
D02449,Dashboard,Low,P2,56.714368807928686,5.97,Unit Test,1,7.0,7207.402204303551,0,R08
D02450,Payments,Low,P1,12.75,4.99,System Test,1,5.8,900.0,1,R03
D02451,Reports,Medium,P3,3.95,6.48,System Test,0,9.2,1035.0,0,R14
D02452,Dashboard,Medium,P1,29.29,7.94,System Test,0,9.6,1934.0,0,R09
D02453,Reports,High,P2,26.06,8.34,UAT,0,7.4,1213.0,1,R07
D02454,Inventory,Medium,P2,26.27,9.13,System Test,0,10.0,1978.0,0,R04
D02455,Inventory,Medium,P2,28.07,10.22,Unit Test,1,2.0,1858.0,0,R11
D02456,Inventory,High,P2,40.54,10.35,System Test,0,5.3,1511.0,0,R18
D02457,Reports,Low,P3,31.42,8.46,UAT,1,3.7,1922.0,1,R01
D02458,Inventory,Medium,P1,7.57,4.95,System Test,1,4.0,734.0,0,R16
D02459,Dashboard,Critical,P2,24.82,10.09,System Test,1,4.2,1252.0,0,R09
D02460,Notifications,Low,P2,5.41,2.36,Unit Test,1,9.1,852.0,0,R16
D02461,Dashboard,High,P1,12.06,6.75,System Test,0,8.5,632.0,0,R01
D02462,Payments,Medium,P3,28.36,7.99,Unit Test,0,6.1,1866.0,0,R04
D02463,Dashboard,Critical,P1,14.66,6.37,System Test,1,4.4,134.0,0,R13
D02464,Login,High,P3,11.16,6.29,System Test,1,2.7,507.0,0,R08
D02465,Inventory,High,P2,35.45,10.24,Unit Test,1,5.6,1856.0,0,R07
D02466,Search,High,P3,26.78,8.78,UAT,1,3.4,1328.0,0,R01
D02467,Inventory,Medium,P3,9.35,3.18,System Test,1,7.5,767.0,0,R14
D02468,Payments,Medium,P1,30.19,8.83,Unit Test,1,,1984.0,0,R12
D02469,Reports,Low,P2,4.31,4.62,Unit Test,1,7.2,434.0,0,R19
D02470,Reports,Medium,P2,24.65,5.47,System Test,0,1.7,1389.0,0,R16
D02471,Payments,High,P1,27.49,7.71,UAT,1,1.6,1550.0,0,R03
D02472,Dashboard,High,P1,28.01,9.15,Unit Test,1,8.4,1650.0,0,R05
D02473,Login,High,P2,15.12,6.82,System Test,1,4.0,752.0,0,R17
D02474,Login,Critical,P3,3.36,6.13,System Test,1,9.3,271.0,1,R18
D02475,Notifications,High,P2,7.64,4.42,System Test,1,4.2,246.0,1,R16
D02476,Search,Medium,P2,17.73,6.91,Unit Test,0,8.4,1166.0,0,R02
D02477,Payments,High,P2,26.08,8.46,Unit Test,1,6.7,1875.0,1,R10
D02478,Dashboard,Critical,P2,30.19,11.61,System Test,1,,1778.0,0,R07
D02479,Payments,Low,P3,29.09,5.31,System Test,0,9.3,1909.0,0,R15
D02480,Login,High,P2,14.55,5.19,System Test,0,5.4,588.0,0,R17
D02481,Search,Medium,P1,33.92,6.37,System Test,1,8.7,1715.0,1,R02
D02482,Login,High,P1,32.06,9.07,System Test,0,5.8,1671.0,0,R19
D02483,Notifications,Critical,P3,16.5,8.1,Unit Test,1,5.2,808.0,0,R19
D02484,Notifications,Medium,P2,33.84,7.78,Unit Test,1,4.9,1581.0,0,R16
D02485,Payments,Medium,P3,7.54,4.69,Unit Test,1,8.2,405.0,0,R17
D02486,Notifications,High,P3,13.29,7.34,Unit Test,1,,1253.0,0,R08
D02487,Inventory,High,P3,21.81,7.0,System Test,0,5.5,842.0,0,R06
D02488,Search,Medium,P1,21.11,6.43,UAT,1,3.6,1300.0,0,R20
D02489,Search,Medium,P3,23.62,5.98,System Test,1,5.7,1224.0,0,R12
D02490,Reports,Critical,P3,19.8,11.63,UAT,1,5.5,1778.0,0,R17
D02491,Login,High,P3,29.44,9.93,System Test,1,4.0,1711.0,0,R20
D02492,Inventory,Medium,P3,11.18,6.38,UAT,0,8.8,681.0,0,R17
D02493,Payments,High,P2,5.19,5.12,Unit Test,1,7.6,312.0,0,R14
D02494,Login,High,P2,27.26,7.62,System Test,1,8.1,1669.0,0,R17
D02495,Dashboard,High,P3,27.13,10.32,Unit Test,1,4.4,1680.0,0,R08
D02496,Dashboard,Low,P3,1.79,3.78,Unit Test,0,6.3,307.0,0,R20
D02497,Payments,High,P3,35.87,10.14,System Test,0,2.5,1863.0,0,R02
D02498,Reports,Low,P2,1.85,3.06,Unit Test,1,1.5,431.0,0,R04
D02499,Dashboard,High,P2,26.1,8.03,System Test,1,4.9,1173.0,0,R17
D02500,Notifications,High,P3,14.56,5.7,System Test,1,2.8,403.0,0,R11
D02501,Payments,Medium,P2,30.9,9.72,System Test,0,6.5,1717.0,0,R18
D02502,Inventory,Medium,P3,27.05,7.2,Unit Test,1,4.6,1736.0,0,R10
D02503,Inventory,Medium,P3,18.09,4.77,UAT,0,6.0,255.0,0,R08
D02504,Dashboard,High,P2,28.97,11.18,System Test,0,3.0,1749.0,0,R07
D02505,Login,Medium,P2,9.81,4.93,Unit Test,0,,186.0,0,R02
D02506,Dashboard,Low,P2,35.14,8.14,UAT,1,8.2,1767.0,0,R15
D02507,Inventory,Critical,P3,7.74,7.41,System Test,1,5.8,272.0,0,R12
D02508,Inventory,Low,P1,13.99,3.97,UAT,0,3.8,1071.0,1,R20
D02509,Inventory,Low,P2,25.47,5.5,Unit Test,0,3.5,1525.0,0,R07
D02510,Payments,Medium,P2,27.73,8.2,System Test,1,3.8,1971.0,1,R12
D02511,Notifications,Critical,P1,39.16,10.82,System Test,1,6.2,1827.0,0,R13
D02512,Inventory,Medium,P2,27.54,8.71,UAT,0,6.7,1402.0,0,R18
D02513,Login,Low,P3,28.35,7.08,System Test,1,6.1,1856.0,0,R10
D02514,Search,Medium,P2,9.65,3.39,UAT,0,2.4,432.0,0,R06
D02515,Login,High,P3,10.62,4.58,System Test,0,8.7,886.0,0,R18
D02516,Search,High,P2,6.21,4.13,System Test,1,,294.0,1,R03
D02517,Inventory,Low,P2,28.2,4.8,System Test,0,8.8,1329.0,0,R11
D02518,Payments,High,P2,24.51,11.81,System Test,1,8.8,1862.0,1,R04
D02519,Inventory,Low,P3,22.63,7.85,System Test,1,5.9,1989.0,1,R15
D02520,Inventory,High,P1,30.0,6.6,System Test,0,3.1,1175.0,0,R11
D02521,Dashboard,Medium,P3,15.31,5.77,System Test,1,6.1,1335.0,0,R20
D02522,Search,High,P1,24.09,7.39,UAT,1,5.8,1247.0,1,R13
D02523,Notifications,Medium,P3,11.2,5.93,System Test,1,3.1,711.0,0,R01
D02524,Login,High,P2,16.99,7.58,Unit Test,1,9.0,1050.0,0,R18
D02525,Notifications,Low,P3,22.18,5.29,Unit Test,0,5.6,922.0,0,R18
D02526,Payments,Medium,P2,26.08,9.4,System Test,1,1.0,1800.0,0,R19
D02527,Inventory,Medium,P1,30.92,8.67,System Test,0,2.9,1873.0,0,R09
D02528,Reports,Low,P2,17.32,4.49,Unit Test,0,4.1,890.0,0,R04
D02529,Inventory,Critical,P1,17.1,4.6,System Test,0,2.7,456.0,0,R09
D02530,Notifications,Medium,P3,,3.06,System Test,1,6.9,196.0,0,R07
D02531,Inventory,Critical,P2,30.04,12.77,System Test,1,5.0,1841.0,0,R09
D02532,Payments,High,P3,17.0,7.5,UAT,1,9.2,929.0,1,R07
D02533,Payments,Medium,P2,18.41,5.79,System Test,1,2.9,926.0,0,R15
D02534,Reports,Medium,P2,13.41,5.23,System Test,1,4.0,958.0,1,R13
D02535,Inventory,Medium,P2,15.65,4.96,System Test,1,4.4,615.0,0,R19
D02536,Notifications,Low,P2,24.87,6.73,System Test,1,3.9,1947.0,0,R08
D02537,Login,Critical,P1,15.0,6.95,Unit Test,0,3.1,361.0,1,R08
D02538,Dashboard,High,P1,12.45,6.16,System Test,0,6.5,280.0,0,R12
D02539,Dashboard,Medium,P1,17.7,6.16,Unit Test,1,7.5,1355.0,1,R05
D02540,Search,Medium,P1,23.71,7.94,System Test,0,3.7,1608.0,1,R11
D02541,Reports,Low,P1,10.72,4.39,System Test,1,3.1,920.0,1,R06
D02542,Dashboard,Critical,P2,20.59,10.6,System Test,1,9.2,536.0,0,R08
D02543,Dashboard,Medium,P1,14.99,5.14,Unit Test,1,8.1,779.0,0,R05
D02544,Payments,Low,P1,19.52,5.08,Unit Test,1,7.2,1504.0,1,R14
D02545,Payments,Medium,P3,16.97,6.49,System Test,1,,967.0,0,R13
D02546,Notifications,Critical,P2,29.85,10.69,UAT,1,2.9,1886.0,0,R19
D02547,Reports,Critical,P3,34.44,12.44,System Test,1,5.7,1975.0,0,R04
D02548,Reports,Critical,P3,36.91,10.54,Unit Test,0,5.8,1304.0,0,R06
D02549,Payments,Low,P2,13.68,3.74,Unit Test,0,2.0,863.0,1,R07
D02550,Notifications,Low,P2,10.59,3.72,UAT,1,,903.0,0,R03
D02551,Payments,High,P3,34.42,9.21,UAT,1,5.5,1882.0,0,R08
D02552,Payments,Low,P2,32.54,7.6,System Test,1,4.2,1726.0,0,R16
D02553,Inventory,Critical,P3,21.29,9.29,System Test,1,2.9,829.0,1,R03
D02554,Dashboard,Low,P2,13.41,5.15,UAT,1,9.3,1604.0,0,R12
D02555,Inventory,Medium,P3,8.53,5.41,Unit Test,0,3.6,868.0,0,R20
D02556,Inventory,Critical,P2,22.04,11.38,System Test,1,5.0,1607.0,0,R03
D02557,Payments,Critical,P2,8.5,6.24,UAT,1,9.0,293.0,0,R05
D02558,Notifications,Critical,P3,30.7,11.28,UAT,1,1.1,1469.0,0,R15
D02559,Notifications,Low,P2,1.0,3.01,Unit Test,0,3.1,103.0,0,R04
D02560,Inventory,Critical,P2,14.43,7.9,UAT,1,4.9,500.0,0,R17
D02561,Payments,High,P3,1.0,3.73,System Test,1,8.1,207.0,0,R04
D02562,Reports,Low,P3,13.86,3.83,System Test,0,2.4,1042.0,1,R18
D02563,Payments,Medium,P3,17.3,7.39,System Test,0,8.1,1002.0,0,R16
D02564,Payments,Critical,P3,16.53,8.28,System Test,1,2.4,1141.0,0,R10
D02565,Login,Medium,P3,8.2,5.64,System Test,1,8.7,559.0,0,R07
D02566,Search,High,P2,23.15,9.43,Unit Test,1,7.1,1388.0,0,R09
D02567,Dashboard,High,P2,20.34,8.63,System Test,1,5.6,1154.0,0,R12
D02568,Search,Medium,P3,17.42,6.5,System Test,1,6.4,1204.0,0,R04
D02569,Payments,Low,P3,6.37,1.95,System Test,0,,205.0,0,R04
D02570,Reports,High,P2,12.91,5.61,System Test,1,2.5,435.0,0,R20
D02571,Inventory,Medium,P1,16.75,7.63,UAT,1,7.3,1324.0,0,R01
D02572,Inventory,Critical,P2,16.53,8.68,System Test,1,8.5,1085.0,0,R13
D02573,Reports,Critical,P3,16.27,8.04,System Test,1,5.1,808.0,0,R14
D02574,Reports,Critical,P2,14.42,8.34,UAT,1,6.7,506.0,0,R10
D02575,Inventory,Medium,P3,21.67,5.43,System Test,0,4.3,1033.0,0,R14
D02576,Dashboard,High,P2,1.04,6.64,System Test,0,8.6,587.0,0,R01
D02577,Reports,Low,P3,16.5,5.67,UAT,1,4.1,1249.0,1,R18
D02578,Search,High,P2,20.08,7.19,UAT,1,3.8,991.0,0,R11
D02579,Inventory,High,P2,5.61,7.21,Unit Test,0,,808.0,0,R08
D02580,Notifications,Medium,P3,2.02,5.46,UAT,0,8.9,691.0,0,R05
D02581,Login,Medium,P2,36.07,7.43,System Test,0,3.7,1856.0,0,R20
D02582,Notifications,High,P3,6.05,5.8,System Test,1,7.5,164.0,0,R13
D02583,Dashboard,High,P1,36.24,10.75,System Test,0,9.1,1972.0,1,R16
D02584,Reports,Low,P3,32.64,5.51,System Test,1,4.9,1717.0,0,R14
D02585,Search,Medium,P1,22.42,6.09,UAT,0,7.7,1179.0,0,R02
D02586,Dashboard,Low,P1,29.05,8.28,Unit Test,0,3.5,1885.0,0,R19
D02587,Login,Critical,P3,,8.8,Unit Test,1,8.4,1061.0,1,R08
D02588,Login,Low,P2,15.0,4.88,System Test,1,,932.0,0,R12
D02589,Login,Medium,P2,8.88,3.47,Unit Test,1,1.8,253.0,1,R15
D02590,Reports,Critical,P3,27.54,9.39,System Test,1,8.2,1144.0,0,R12
D02591,Dashboard,Critical,P3,22.79,5.45,System Test,0,9.9,209.0,0,R03
D02592,Notifications,High,P2,29.27,9.16,System Test,0,3.5,1754.0,0,R16
D02593,Notifications,High,P2,43.22,8.63,System Test,0,6.2,1805.0,1,R15
D02594,Inventory,Critical,P1,18.89,7.76,UAT,0,1.4,730.0,0,R07
D02595,Notifications,Low,P2,1.0,4.57,Unit Test,1,7.4,503.0,1,R18
D02596,Notifications,Critical,P2,32.46,13.02,System Test,1,3.4,1821.0,0,R02
D02597,Notifications,High,P3,28.51,,System Test,1,5.0,1356.0,0,R07
D02598,Login,High,P3,15.47,7.19,System Test,1,5.9,860.0,0,R14
D02599,Inventory,Critical,P3,11.81,7.47,UAT,1,7.2,351.0,0,R09
D02600,Dashboard,Low,P3,17.39,7.22,System Test,1,,1566.0,0,R15
D02601,Dashboard,Low,P2,26.78,5.82,System Test,0,3.8,1620.0,0,R15
D02602,Dashboard,Medium,P2,20.68,7.25,System Test,0,9.9,1391.0,0,R15
D02603,Notifications,High,P1,22.14,8.86,Unit Test,0,3.0,1327.0,0,R15
D02604,Login,Medium,P2,13.4,6.58,System Test,1,8.6,1506.0,0,R08
D02605,Login,Critical,P3,33.93,8.53,System Test,1,4.0,1725.0,0,R16
D02606,Payments,Medium,P3,13.78,5.05,System Test,0,8.9,988.0,0,R12
D02607,Reports,High,P2,17.0,6.95,Unit Test,1,7.6,663.0,0,R19
D02608,Payments,Critical,P2,2.86,6.88,System Test,1,,331.0,0,R07
D02609,Notifications,Low,P3,11.38,6.21,System Test,1,8.3,1526.0,1,R17
D02610,Notifications,High,P1,28.83,11.27,System Test,0,7.5,1877.0,0,R12
D02611,Notifications,Low,P3,23.11,6.93,System Test,1,5.7,1583.0,0,R05
D02612,Dashboard,High,P3,8.77,6.43,UAT,0,6.6,145.0,0,R19
D02613,Notifications,Medium,P2,14.18,5.72,System Test,0,5.5,955.0,0,R11
D02614,Notifications,High,P2,5.04,1.92,System Test,1,1.9,122.0,0,R17
D02615,Payments,Medium,P2,24.11,8.57,System Test,1,5.0,1194.0,0,R04
D02616,Payments,Critical,P3,,9.84,System Test,0,6.7,1159.0,0,R01
D02617,Dashboard,Medium,P3,33.57,6.88,UAT,0,1.9,1486.0,0,R01
D02618,Search,Critical,P2,40.69,11.48,System Test,0,,1909.0,0,R20
D02619,Search,Critical,P2,31.64,8.91,System Test,0,9.0,1759.0,0,R03
D02620,Login,Low,P3,,6.29,Unit Test,1,5.1,1620.0,1,R19
D02621,Inventory,Medium,P3,16.14,5.38,System Test,0,3.3,1340.0,0,R03
D02622,Login,Medium,P3,,7.25,System Test,1,6.4,1408.0,1,R14
D02623,Search,Low,P3,6.86,1.85,Unit Test,1,1.3,283.0,0,R01
D02624,Search,High,P3,28.04,10.89,Unit Test,0,8.4,1654.0,0,R08
D02625,Notifications,High,P3,20.83,7.54,Unit Test,0,2.5,790.0,0,R17
D02626,Dashboard,Critical,P2,22.72,11.25,Unit Test,0,5.5,1303.0,0,R11
D02627,Login,Medium,P2,16.63,5.1,System Test,1,5.6,957.0,0,R11
D02628,Notifications,High,P1,3.87,5.94,Unit Test,1,7.1,765.0,0,R13
D02629,Login,Low,P3,12.81,4.17,System Test,1,9.0,892.0,0,R09
D02630,Reports,Medium,P2,20.97,6.03,Unit Test,0,2.0,942.0,0,R19
D02631,Notifications,High,P2,24.86,10.65,System Test,0,6.7,1886.0,0,R16
D02632,Reports,High,P3,32.51,10.62,System Test,0,2.3,1885.0,0,R18
D02633,Reports,Medium,P1,29.39,7.04,System Test,1,4.9,1371.0,1,R20
D02634,Inventory,Critical,P1,26.19,9.04,UAT,0,8.3,1064.0,0,R06
D02635,Login,High,P1,29.39,10.62,System Test,1,2.6,1887.0,0,R12
D02636,Reports,High,P2,24.89,7.58,Unit Test,0,3.0,1250.0,0,R04
D02637,Dashboard,Medium,P3,23.7,6.72,System Test,0,2.7,1527.0,0,R18
D02638,Notifications,Critical,P2,,12.63,System Test,1,,1928.0,0,R16
D02639,Inventory,High,P1,27.65,8.83,System Test,1,3.4,927.0,0,R02
D02640,Notifications,High,P1,3.1,4.81,UAT,1,8.4,308.0,0,R05
D02641,Search,Low,P3,21.04,4.16,System Test,1,3.3,973.0,0,R16
D02642,Dashboard,Low,P1,7.05,2.62,System Test,0,1.7,548.0,0,R02
D02643,Notifications,High,P2,14.84,5.39,System Test,0,2.2,793.0,0,R10
D02644,Login,Low,P2,27.52,7.64,System Test,1,3.8,1762.0,0,R19
D02645,Reports,Medium,P3,36.98,8.87,System Test,0,1.9,1897.0,0,R17
D02646,Inventory,High,P3,22.16,6.59,UAT,1,3.2,827.0,0,R20
D02647,Reports,Critical,P2,16.75,6.63,Unit Test,0,8.5,588.0,0,R06
D02648,Inventory,Low,P3,1.59,3.31,UAT,1,7.9,293.0,1,R09
D02649,Notifications,High,P1,24.46,6.57,System Test,0,2.6,1036.0,0,R13
D02650,Notifications,Low,P2,19.26,8.37,Unit Test,1,8.6,1428.0,1,R08
D02651,Reports,High,P2,9.75,4.95,UAT,1,7.8,197.0,1,R02
D02652,Login,Critical,P2,36.15,12.32,System Test,1,5.7,1879.0,0,R02
D02653,Login,Low,P3,6.98,3.42,System Test,0,2.2,455.0,0,R02
D02654,Search,Medium,P2,1.0,1.68,Unit Test,1,3.1,108.0,0,R19
D02655,Notifications,Critical,P3,21.79,6.97,UAT,1,1.8,1171.0,0,R20
D02656,Inventory,Medium,P3,18.83,6.84,System Test,0,8.3,1289.0,1,R01
D02657,Search,High,P2,21.48,5.33,System Test,0,6.3,919.0,1,R09
D02658,Notifications,Medium,P3,6.22,4.89,UAT,1,1.5,370.0,1,R16
D02659,Inventory,High,P1,15.27,6.13,System Test,0,5.6,491.0,0,R08
D02660,Notifications,High,P2,21.36,8.03,System Test,1,5.7,1358.0,1,R01
D02661,Login,Medium,P3,1.16,,Unit Test,1,7.5,521.0,0,R06
D02662,Payments,High,P1,8.9,4.65,System Test,1,5.9,255.0,1,R15
D02663,Inventory,High,P3,21.28,8.35,System Test,1,8.0,1060.0,0,R19
D02664,Notifications,High,P2,33.21,9.0,UAT,0,4.8,1653.0,0,R12
D02665,Login,High,P1,8.23,7.54,System Test,0,8.4,850.0,1,R04
D02666,Reports,Low,P1,13.75,6.35,System Test,1,6.6,1051.0,0,R05
D02667,Dashboard,Low,P2,2.52,2.38,Unit Test,1,6.8,215.0,0,R06
D02668,Inventory,Medium,P2,38.14,11.31,System Test,1,4.1,1939.0,0,R08
D02669,Reports,High,P2,25.25,9.06,Unit Test,0,8.1,1656.0,0,R20
D02670,Notifications,Medium,P1,,5.63,System Test,1,9.9,1097.0,1,R04
D02671,Login,Critical,P1,26.42,11.26,UAT,1,3.9,979.0,1,R11
D02672,Payments,Critical,P1,8.9,5.26,Unit Test,1,7.3,284.0,1,R12
D02673,Inventory,High,P3,23.58,8.16,System Test,1,7.8,1785.0,1,R13
D02674,Search,Low,P2,4.41,1.6,Unit Test,1,4.7,479.0,0,R04
D02675,Payments,High,P1,24.94,9.62,Unit Test,1,1.2,1642.0,0,R06
D02676,Payments,Medium,P2,32.88,9.56,System Test,1,5.3,1994.0,0,R11
D02677,Inventory,Medium,P3,7.41,6.83,Unit Test,1,8.8,876.0,0,R13
D02678,Payments,High,P1,3.94,5.22,System Test,1,9.6,187.0,0,R04
D02679,Notifications,Medium,P2,20.66,5.44,Unit Test,0,9.0,1083.0,0,R02
D02680,Reports,Low,P2,14.63,4.47,System Test,0,1.1,767.0,0,R07
D02681,Inventory,Low,P1,3.16,5.95,UAT,1,4.6,1095.0,1,R07
D02682,Notifications,High,P2,14.82,4.76,System Test,1,8.4,540.0,0,R10
D02683,Login,Critical,P2,28.05,12.32,Unit Test,1,9.6,1831.0,1,R05
D02684,Inventory,Medium,P2,26.1,7.75,UAT,1,3.9,1237.0,0,R08
D02685,Login,Medium,P3,36.76,8.51,Unit Test,0,7.4,1903.0,0,R06
D02686,Login,Medium,P2,13.03,7.02,UAT,1,8.4,1197.0,0,R12
D02687,Login,High,P3,27.98,9.07,UAT,1,3.4,1868.0,0,R08
D02688,Reports,Medium,P1,19.51,6.41,System Test,0,8.7,1365.0,0,R13
D02689,Inventory,Medium,P2,8.08,3.34,Unit Test,1,7.5,722.0,1,R20
D02690,Notifications,Medium,P2,9.94,4.3,Unit Test,1,6.6,860.0,1,R10
D02691,Reports,High,P2,16.84,7.74,Unit Test,0,3.2,814.0,0,R03
D02692,Payments,Medium,P3,6.83,4.05,Unit Test,1,6.3,125.0,0,R09
D02693,Login,Medium,P3,27.52,9.28,Unit Test,0,1.5,1391.0,0,R14
D02694,Login,Medium,P2,26.79,8.88,Unit Test,1,9.5,1619.0,0,R08
D02695,Login,High,P2,20.8,9.25,Unit Test,1,7.1,1240.0,0,R18
D02696,Search,Medium,P2,16.11,5.16,Unit Test,1,7.2,852.0,0,R16
D02697,Login,Medium,P3,15.61,5.62,UAT,1,9.8,619.0,0,R04
D02698,Payments,Medium,P1,21.76,8.75,Unit Test,1,1.9,1993.0,0,R05
D02699,Payments,High,P2,26.01,8.54,UAT,1,5.6,1567.0,0,R19
D02700,Search,Medium,P1,1.0,4.05,System Test,0,6.4,429.0,1,R03
D02701,Login,Medium,P1,6.51,3.67,System Test,0,2.7,456.0,0,R10
D02702,Search,Critical,P2,14.49,9.65,Unit Test,1,7.1,831.0,1,R09
D02703,Login,High,P3,28.08,8.33,System Test,0,5.6,1377.0,0,R14
D02704,Reports,Medium,P3,15.06,6.09,UAT,1,7.3,1134.0,0,R09
D02705,Dashboard,High,P3,36.19,9.54,UAT,0,5.1,1858.0,0,R12
D02706,Payments,Low,P3,23.41,5.3,System Test,0,3.8,1084.0,0,R12
D02707,Login,Medium,P2,1.0,3.13,System Test,1,10.0,288.0,0,R09
D02708,Login,Critical,P3,14.8,6.97,Unit Test,0,6.8,377.0,0,R08
D02709,Notifications,High,P1,8.85,5.1,System Test,1,6.2,258.0,0,R15
D02710,Dashboard,Critical,P3,31.26,10.9,System Test,1,5.8,1699.0,0,R04
D02711,Dashboard,Medium,P3,13.58,5.32,Unit Test,0,2.3,901.0,0,R06
D02712,Notifications,High,P3,13.05,5.56,System Test,1,9.5,613.0,0,R14
D02713,Login,Medium,P2,37.23,8.42,System Test,1,1.6,1934.0,0,R10
D02714,Inventory,Medium,P3,23.59,8.71,Unit Test,1,9.2,1754.0,1,R19
D02715,Inventory,Low,P1,11.03,6.05,UAT,0,4.9,1333.0,0,R08
D02716,Login,Medium,P2,26.25,7.71,System Test,1,2.0,1467.0,0,R01
D02717,Search,High,P2,1.44,5.53,UAT,1,5.1,302.0,0,R01
D02718,Login,High,P1,31.27,11.48,UAT,0,8.0,1744.0,0,R03
D02719,Login,Medium,P2,13.72,5.76,Unit Test,1,4.3,663.0,1,R14
D02720,Search,High,P2,61.40532839522653,9.68,Unit Test,0,6.4,6232.595379474303,0,R04
D02721,Inventory,Low,P2,16.49,4.73,Unit Test,1,4.1,967.0,0,R17
D02722,Reports,High,P3,16.05,7.14,Unit Test,1,,934.0,0,R19
D02723,Login,Medium,P3,28.83,9.12,System Test,1,4.5,1977.0,1,R07
D02724,Login,Medium,P3,16.81,7.72,Unit Test,1,,980.0,0,R13
D02725,Search,Low,P2,,4.33,System Test,1,1.9,982.0,1,R03
D02726,Payments,Low,P3,10.39,4.23,System Test,1,4.9,481.0,1,R18
D02727,Inventory,Medium,P2,24.99,3.85,Unit Test,0,8.5,623.0,0,R02
D02728,Notifications,Medium,P1,29.28,8.59,Unit Test,1,4.1,1819.0,0,R01
D02729,Login,High,P3,10.19,8.9,System Test,0,6.9,652.0,0,R13
D02730,Inventory,Medium,P2,35.12,7.19,System Test,1,4.7,1805.0,0,R11
D02731,Search,Medium,P2,30.87,8.8,UAT,1,5.0,1627.0,1,R06
D02732,Login,High,P3,19.99,9.38,System Test,0,,1364.0,0,R03
D02733,Search,Medium,P1,10.47,2.48,System Test,0,3.7,543.0,1,R03
D02734,Reports,High,P3,21.69,10.17,System Test,1,3.6,1672.0,1,R20
D02735,Login,Low,P3,1.0,3.01,System Test,1,9.2,640.0,0,R13
D02736,Payments,High,P2,22.2,9.31,Unit Test,0,3.0,1610.0,0,R19
D02737,Inventory,Medium,P3,4.54,3.02,System Test,0,5.9,218.0,0,R15
D02738,Payments,Critical,P1,17.18,8.39,Unit Test,1,5.5,969.0,0,R06
D02739,Inventory,Medium,P1,18.37,9.18,UAT,0,9.7,1929.0,0,R18
D02740,Payments,Medium,P1,5.16,3.6,System Test,1,7.0,142.0,0,R13
D02741,Reports,Medium,P3,10.6,6.31,System Test,1,3.5,579.0,0,R08
D02742,Dashboard,High,P2,21.68,7.29,Unit Test,0,6.1,697.0,0,R20
D02743,Dashboard,Low,P2,22.35,5.22,System Test,1,9.9,1492.0,0,R07
D02744,Login,Low,P3,10.07,2.24,System Test,1,2.0,236.0,0,R12
D02745,Inventory,Low,P3,21.26,4.82,UAT,1,2.3,1112.0,0,R10
D02746,Reports,Low,P2,30.97,5.5,UAT,0,1.4,1880.0,1,R20
D02747,Reports,Medium,P2,31.02,,System Test,1,5.0,1891.0,0,R02
D02748,Inventory,Critical,P1,7.24,7.61,System Test,1,3.2,365.0,0,R11
D02749,Payments,Medium,P1,31.85,7.45,Unit Test,0,3.6,1728.0,0,R08
D02750,Dashboard,High,P1,35.67,11.79,Unit Test,1,9.5,1944.0,0,R19
D02751,Payments,Medium,P2,13.53,5.94,System Test,1,8.8,914.0,0,R06
D02752,Search,Medium,P2,12.84,5.56,Unit Test,1,5.7,1077.0,0,R20
D02753,Payments,Medium,P3,27.66,6.14,System Test,1,3.7,1077.0,0,R07
D02754,Payments,Low,P2,26.5,5.16,Unit Test,0,4.4,1699.0,0,R14
D02755,Dashboard,Medium,P2,11.13,4.01,UAT,0,3.0,409.0,0,R08
D02756,Notifications,Low,P2,5.44,3.15,Unit Test,1,1.9,514.0,0,R14
D02757,Notifications,Low,P2,6.6,4.44,System Test,0,8.5,873.0,1,R10
D02758,Login,Low,P2,16.17,2.65,Unit Test,0,7.3,954.0,0,R09
D02759,Inventory,Medium,P3,27.28,7.17,Unit Test,0,1.2,1141.0,0,R08
D02760,Payments,Low,P2,,3.66,System Test,1,3.0,931.0,0,R12
D02761,Payments,Low,P3,,,Unit Test,1,8.0,244.0,0,R19
D02762,Search,Critical,P1,14.15,9.98,Unit Test,0,5.1,474.0,0,R01
D02763,Inventory,Critical,P2,31.91,12.56,Unit Test,0,3.9,1860.0,0,R19
D02764,Payments,Medium,P2,16.06,7.14,UAT,1,5.1,1179.0,0,R04
D02765,Inventory,Low,P3,1.0,4.63,System Test,1,6.0,645.0,0,R13
D02766,Inventory,Medium,P2,36.94,10.33,System Test,0,9.8,1938.0,0,R09
D02767,Login,Medium,P1,11.39,4.91,System Test,1,6.8,644.0,0,R01
D02768,Inventory,Low,P3,29.56,5.25,Unit Test,0,8.8,1925.0,1,R19
D02769,Notifications,Low,P3,23.25,7.57,Unit Test,0,7.0,1830.0,1,R03
D02770,Dashboard,High,P2,24.08,6.44,Unit Test,0,1.1,746.0,0,R03
D02771,Login,High,P2,15.32,5.16,Unit Test,1,6.0,257.0,0,R16
D02772,Dashboard,Critical,P3,26.12,5.96,Unit Test,0,5.1,569.0,0,R18
